# data from ifeffit
#------------------------
#   r         pdf       fit
  2.1328000        0.0000000       0.25116259-135
  2.1330000        0.0000000       0.34830069-135
  2.1332000        0.0000000       0.48292574-135
  2.1334000        0.0000000       0.66947290-135
  2.1336000        0.0000000       0.92792373-135
  2.1338000        0.0000000       0.12859326-134
  2.1340000        0.0000000       0.17817663-134
  2.1342000        0.0000000       0.24683681-134
  2.1344000        0.0000000       0.34189736-134
  2.1346000        0.0000000       0.47348716-134
  2.1348000        0.0000000       0.65561260-134
  2.1350000        0.0000000       0.90763872-134
  2.1352000        0.0000000       0.12563347-133
  2.1354000        0.0000000       0.17386988-133
  2.1356000        0.0000000       0.24058580-133
  2.1358000        0.0000000       0.33284516-133
  2.1360000        0.0000000       0.46040617-133
  2.1362000        0.0000000       0.63674665-133
  2.1364000        0.0000000       0.88047865-133
  2.1366000        0.0000000       0.12173000-132
  2.1368000        0.0000000       0.16826859-132
  2.1370000        0.0000000       0.23256005-132
  2.1372000        0.0000000       0.32136148-132
  2.1374000        0.0000000       0.44399609-132
  2.1376000        0.0000000       0.61332563-132
  2.1378000        0.0000000       0.84709032-132
  2.1380000        0.0000000       0.11697551-131
  2.1382000        0.0000000       0.16150532-131
  2.1384000        0.0000000       0.22294890-131
  2.1386000        0.0000000       0.30771628-131
  2.1388000        0.0000000       0.42464131-131
  2.1390000        0.0000000       0.58589615-131
  2.1392000        0.0000000       0.80824995-131
  2.1394000        0.0000000       0.11148010-130
  2.1396000        0.0000000       0.15373603-130
  2.1398000        0.0000000       0.21197303-130
  2.1400000        0.0000000       0.29222152-130
  2.1402000        0.0000000       0.40278233-130
  2.1404000        0.0000000       0.55507959-130
  2.1406000        0.0000000       0.76483321-130
  2.1408000        0.0000000       0.10536706-129
  2.1410000        0.0000000       0.14513415-129
  2.1412000        0.0000000       0.19987615-129
  2.1414000        0.0000000       0.27521937-129
  2.1416000        0.0000000       0.37889917-129
  2.1418000        0.0000000       0.52154879-129
  2.1420000        0.0000000       0.71778250-129
  2.1422000        0.0000000       0.98768264-129
  2.1424000        0.0000000       0.13588409-128
  2.1426000        0.0000000       0.18691598-128
  2.1428000        0.0000000       0.25706970-128
  2.1430000        0.0000000       0.35349395-128
  2.1432000        0.0000000       0.48600385-128
  2.1434000        0.0000000       0.66807323-128
  2.1436000        0.0000000       0.91819530-128
  2.1438000        0.0000000       0.12617482-127
  2.1440000        0.0000000       0.17335523-127
  2.1442000        0.0000000       0.23813754-127
  2.1444000        0.0000000       0.32707352-127
  2.1446000        0.0000000       0.44914809-127
  2.1448000        0.0000000       0.61668070-127
  2.1450000        0.0000000       0.84656009-127
  2.1452000        0.0000000       0.11619351-126
  2.1454000        0.0000000       0.15945295-126
  2.1456000        0.0000000       0.21878115-126
  2.1458000        0.0000000       0.30013309-126
  2.1460000        0.0000000       0.41166551-126
  2.1462000        0.0000000       0.56454910-126
  2.1464000        0.0000000       0.77407955-126
  2.1466000        0.0000000       0.10611972-125
  2.1468000        0.0000000       0.14545654-125
  2.1470000        0.0000000       0.19934118-125
  2.1472000        0.0000000       0.27314134-125
  2.1474000        0.0000000       0.37420060-125
  2.1476000        0.0000000       0.51256407-125
  2.1478000        0.0000000       0.70196988-125
  2.1480000        0.0000000       0.96120368-125
  2.1482000        0.0000000       0.13159488-124
  2.1484000        0.0000000       0.18013132-124
  2.1486000        0.0000000       0.24652790-124
  2.1488000        0.0000000       0.33734134-124
  2.1490000        0.0000000       0.46152973-124
  2.1492000        0.0000000       0.63133002-124
  2.1494000        0.0000000       0.86345523-124
  2.1496000        0.0000000       0.11807280-123
  2.1498000        0.0000000       0.16143084-123
  2.1500000        0.0000000       0.22067330-123
  2.1502000        0.0000000       0.30160582-123
  2.1504000        0.0000000       0.41215093-123
  2.1506000        0.0000000       0.56311809-123
  2.1508000        0.0000000       0.76925319-123
  2.1510000        0.0000000       0.10506686-122
  2.1512000        0.0000000       0.14347917-122
  2.1514000        0.0000000       0.19590188-122
  2.1516000        0.0000000       0.26743298-122
  2.1518000        0.0000000       0.36502109-122
  2.1520000        0.0000000       0.49813562-122
  2.1522000        0.0000000       0.67967902-122
  2.1524000        0.0000000       0.92722849-122
  2.1526000        0.0000000       0.12647256-121
  2.1528000        0.0000000       0.17247751-121
  2.1530000        0.0000000       0.23517724-121
  2.1532000        0.0000000       0.32061565-121
  2.1534000        0.0000000       0.43701948-121
  2.1536000        0.0000000       0.59558466-121
  2.1538000        0.0000000       0.81154545-121
  2.1540000        0.0000000       0.11056275-120
  2.1542000        0.0000000       0.15060224-120
  2.1544000        0.0000000       0.20510709-120
  2.1546000        0.0000000       0.27929075-120
  2.1548000        0.0000000       0.38024111-120
  2.1550000        0.0000000       0.51759279-120
  2.1552000        0.0000000       0.70443999-120
  2.1554000        0.0000000       0.95857571-120
  2.1556000        0.0000000       0.13041738-119
  2.1558000        0.0000000       0.17740716-119
  2.1560000        0.0000000       0.24128675-119
  2.1562000        0.0000000       0.32811224-119
  2.1564000        0.0000000       0.44610595-119
  2.1566000        0.0000000       0.60642938-119
  2.1568000        0.0000000       0.82423128-119
  2.1570000        0.0000000       0.11200685-118
  2.1572000        0.0000000       0.15218320-118
  2.1574000        0.0000000       0.20673569-118
  2.1576000        0.0000000       0.28079596-118
  2.1578000        0.0000000       0.38132290-118
  2.1580000        0.0000000       0.51775172-118
  2.1582000        0.0000000       0.70287298-118
  2.1584000        0.0000000       0.95402285-118
  2.1586000        0.0000000       0.12946946-117
  2.1588000        0.0000000       0.17567200-117
  2.1590000        0.0000000       0.23832213-117
  2.1592000        0.0000000       0.32326065-117
  2.1594000        0.0000000       0.43839737-117
  2.1596000        0.0000000       0.59444226-117
  2.1598000        0.0000000       0.80589424-117
  2.1600000        0.0000000       0.10923783-116
  2.1602000        0.0000000       0.14804532-116
  2.1604000        0.0000000       0.20060556-116
  2.1606000        0.0000000       0.27178024-116
  2.1608000        0.0000000       0.36814543-116
  2.1610000        0.0000000       0.49859462-116
  2.1612000        0.0000000       0.67515331-116
  2.1614000        0.0000000       0.91407924-116
  2.1616000        0.0000000       0.12373482-115
  2.1618000        0.0000000       0.16746600-115
  2.1620000        0.0000000       0.22661465-115
  2.1622000        0.0000000       0.30660269-115
  2.1624000        0.0000000       0.41475400-115
  2.1626000        0.0000000       0.56095992-115
  2.1628000        0.0000000       0.75857708-115
  2.1630000        0.0000000       0.10256383-114
  2.1632000        0.0000000       0.13864857-114
  2.1634000        0.0000000       0.18739723-114
  2.1636000        0.0000000       0.25324308-114
  2.1638000        0.0000000       0.34216742-114
  2.1640000        0.0000000       0.46223874-114
  2.1642000        0.0000000       0.62433929-114
  2.1644000        0.0000000       0.84314374-114
  2.1646000        0.0000000       0.11384376-113
  2.1648000        0.0000000       0.15368923-113
  2.1650000        0.0000000       0.20744564-113
  2.1652000        0.0000000       0.27995730-113
  2.1654000        0.0000000       0.37775127-113
  2.1656000        0.0000000       0.50962027-113
  2.1658000        0.0000000       0.68740722-113
  2.1660000        0.0000000       0.92706060-113
  2.1662000        0.0000000       0.12500540-112
  2.1664000        0.0000000       0.16852956-112
  2.1666000        0.0000000       0.22716950-112
  2.1668000        0.0000000       0.30616151-112
  2.1670000        0.0000000       0.41255115-112
  2.1672000        0.0000000       0.55581676-112
  2.1674000        0.0000000       0.74870737-112
  2.1676000        0.0000000       0.10083684-111
  2.1678000        0.0000000       0.13578536-111
  2.1680000        0.0000000       0.18281563-111
  2.1682000        0.0000000       0.24609361-111
  2.1684000        0.0000000       0.33121804-111
  2.1686000        0.0000000       0.44571193-111
  2.1688000        0.0000000       0.59968222-111
  2.1690000        0.0000000       0.80670494-111
  2.1692000        0.0000000       0.10850129-110
  2.1694000        0.0000000       0.14590888-110
  2.1696000        0.0000000       0.19618020-110
  2.1698000        0.0000000       0.26372740-110
  2.1700000        0.0000000       0.35447202-110
  2.1702000        0.0000000       0.47636003-110
  2.1704000        0.0000000       0.64005206-110
  2.1706000        0.0000000       0.85984847-110
  2.1708000        0.0000000       0.11549287-109
  2.1710000        0.0000000       0.15510117-109
  2.1712000        0.0000000       0.20825795-109
  2.1714000        0.0000000       0.27958557-109
  2.1716000        0.0000000       0.37527924-109
  2.1718000        0.0000000       0.50364087-109
  2.1720000        0.0000000       0.67579352-109
  2.1722000        0.0000000       0.90663759-109
  2.1724000        0.0000000       0.12161301-108
  2.1726000        0.0000000       0.16309964-108
  2.1728000        0.0000000       0.21870193-108
  2.1730000        0.0000000       0.29321004-108
  2.1732000        0.0000000       0.39303543-108
  2.1734000        0.0000000       0.52675808-108
  2.1736000        0.0000000       0.70585800-108
  2.1738000        0.0000000       0.94569286-108
  2.1740000        0.0000000       0.12668042-107
  2.1742000        0.0000000       0.16966628-107
  2.1744000        0.0000000       0.22719994-107
  2.1746000        0.0000000       0.30419182-107
  2.1748000        0.0000000       0.40720534-107
  2.1750000        0.0000000       0.54501197-107
  2.1752000        0.0000000       0.72933196-107
  2.1754000        0.0000000       0.97582309-107
  2.1756000        0.0000000       0.13053999-106
  2.1758000        0.0000000       0.17459937-106
  2.1760000        0.0000000       0.23349007-106
  2.1762000        0.0000000       0.31219131-106
  2.1764000        0.0000000       0.41734942-106
  2.1766000        0.0000000       0.55783462-106
  2.1768000        0.0000000       0.74548301-106
  2.1770000        0.0000000       0.99608561-106
  2.1772000        0.0000000       0.13307063-105
  2.1774000        0.0000000       0.17774378-105
  2.1776000        0.0000000       0.23737404-105
  2.1778000        0.0000000       0.31695578-105
  2.1780000        0.0000000       0.42314651-105
  2.1782000        0.0000000       0.56481924-105
  2.1784000        0.0000000       0.75379776-105
  2.1786000        0.0000000       0.10058352-104
  2.1788000        0.0000000       0.13419164-104
  2.1790000        0.0000000       0.17899905-104
  2.1792000        0.0000000       0.23872759-104
  2.1794000        0.0000000       0.31833262-104
  2.1796000        0.0000000       0.42441068-104
  2.1798000        0.0000000       0.56574158-104
